Date,Price,Regime,Regime_Mean
2020-11-04,39.68,3,69.22889394364012
2020-11-05,39.47,3,69.22889394364012
2020-11-06,38.08,3,69.22889394364012
2020-11-09,40.93,3,69.22889394364012
2020-11-10,42.25,3,69.22889394364012
2020-11-11,42.5,3,69.22889394364012
2020-11-12,42.16,3,69.22889394364012
2020-11-13,41.51,3,69.22889394364012
2020-11-16,42.71,3,69.22889394364012
2020-11-17,42.54,3,69.22889394364012
2020-11-18,42.91,3,69.22889394364012
2020-11-19,43.09,3,69.22889394364012
2020-11-20,43.79,3,69.22889394364012
2020-11-23,45.0,3,69.22889394364012
2020-11-24,46.63,3,69.22889394364012
2020-11-25,47.3,3,69.22889394364012
2020-11-26,46.32,3,69.22889394364012
2020-11-27,46.88,3,69.22889394364012
2020-11-30,46.84,3,69.22889394364012
2020-12-01,47.03,3,69.22889394364012
2020-12-02,47.8,3,69.22889394364012
2020-12-03,48.37,3,69.22889394364012
2020-12-04,49.1,3,69.22889394364012
2020-12-07,48.63,3,69.22889394364012
2020-12-08,48.84,3,69.22889394364012
2020-12-09,48.81,3,69.22889394364012
2020-12-10,50.33,3,69.22889394364012
2020-12-11,50.01,3,69.22889394364012
2020-12-14,50.27,3,69.22889394364012
2020-12-15,50.77,3,69.22889394364012
2020-12-16,50.83,3,69.22889394364012
2020-12-17,51.2,3,69.22889394364012
2020-12-18,52.17,3,69.22889394364012
2020-12-21,50.61,3,69.22889394364012
2020-12-22,49.88,3,69.22889394364012
2020-12-23,51.05,3,69.22889394364012
2020-12-24,50.88,3,69.22889394364012
2020-12-28,50.88,3,69.22889394364012
2020-12-29,50.44,3,69.22889394364012
2020-12-30,50.74,3,69.22889394364012
2020-12-31,51.22,3,69.22889394364012
2021-01-04,50.37,3,69.22889394364012
2021-01-05,53.16,3,69.22889394364012
2021-01-06,53.8,3,69.22889394364012
2021-01-07,53.7,3,69.22889394364012
2021-01-08,55.51,3,69.22889394364012
2021-01-11,54.84,3,69.22889394364012
2021-01-12,55.98,3,69.22889394364012
2021-01-13,55.52,3,69.22889394364012
2021-01-14,55.76,3,69.22889394364012
2021-01-15,54.8,3,69.22889394364012
2021-01-18,54.21,3,69.22889394364012
2021-01-19,55.38,3,69.22889394364012
2021-01-20,55.66,3,69.22889394364012
2021-01-21,55.68,3,69.22889394364012
2021-01-22,55.22,3,69.22889394364012
2021-01-25,55.44,3,69.22889394364012
2021-01-26,55.26,3,69.22889394364012
2021-01-27,55.07,3,69.22889394364012
2021-01-28,54.87,3,69.22889394364012
2021-01-29,55.25,3,69.22889394364012
2021-02-01,56.42,3,69.22889394364012
2021-02-02,57.62,3,69.22889394364012
2021-02-03,58.61,3,69.22889394364012
2021-02-04,58.98,3,69.22889394364012
2021-02-05,59.48,3,69.22889394364012
2021-02-08,60.17,3,69.22889394364012
2021-02-09,60.74,3,69.22889394364012
2021-02-10,61.17,3,69.22889394364012
2021-02-11,61.09,3,69.22889394364012
2021-02-12,62.47,3,69.22889394364012
2021-02-15,63.58,3,69.22889394364012
2021-02-16,63.96,3,69.22889394364012
2021-02-17,65.02,3,69.22889394364012
2021-02-18,64.09,3,69.22889394364012
2021-02-19,62.84,3,69.22889394364012
2021-02-22,64.73,3,69.22889394364012
2021-02-23,65.16,3,69.22889394364012
2021-02-24,66.85,3,69.22889394364012
2021-02-25,66.69,3,69.22889394364012
2021-02-26,65.86,3,69.22889394364012
2021-03-01,64.56,3,69.22889394364012
2021-03-02,63.17,3,69.22889394364012
2021-03-03,64.7,3,69.22889394364012
2021-03-04,67.32,3,69.22889394364012
2021-03-05,69.95,3,69.22889394364012
2021-03-08,68.0,3,69.22889394364012
2021-03-09,67.03,3,69.22889394364012
2021-03-10,67.53,3,69.22889394364012
2021-03-11,69.34,3,69.22889394364012
2021-03-12,68.87,3,69.22889394364012
2021-03-15,68.78,3,69.22889394364012
2021-03-16,67.95,3,69.22889394364012
2021-03-17,67.73,3,69.22889394364012
2021-03-18,62.11,3,69.22889394364012
2021-03-19,64.0,3,69.22889394364012
2021-03-22,63.89,3,69.22889394364012
2021-03-23,59.96,3,69.22889394364012
2021-03-24,63.7,3,69.22889394364012
2021-03-25,61.21,3,69.22889394364012
2021-03-26,63.77,3,69.22889394364012
2021-03-29,64.06,3,69.22889394364012
2021-03-30,63.28,3,69.22889394364012
2021-03-31,63.52,3,69.22889394364012
2021-04-01,63.85,3,69.22889394364012
2021-04-06,61.47,3,69.22889394364012
2021-04-07,61.86,3,69.22889394364012
2021-04-08,62.09,3,69.22889394364012
2021-04-09,61.89,3,69.22889394364012
2021-04-12,62.38,3,69.22889394364012
2021-04-13,62.83,3,69.22889394364012
2021-04-14,66.11,3,69.22889394364012
2021-04-15,66.13,3,69.22889394364012
2021-04-16,65.98,3,69.22889394364012
2021-04-19,66.54,3,69.22889394364012
2021-04-20,65.34,3,69.22889394364012
2021-04-21,64.02,3,69.22889394364012
2021-04-22,65.07,3,69.22889394364012
2021-04-23,65.75,3,69.22889394364012
2021-04-26,65.5,3,69.22889394364012
2021-04-27,66.25,3,69.22889394364012
2021-04-28,67.08,3,69.22889394364012
2021-04-29,68.26,3,69.22889394364012
2021-04-30,67.73,3,69.22889394364012
2021-05-04,68.91,3,69.22889394364012
2021-05-05,69.71,3,69.22889394364012
2021-05-06,68.62,3,69.22889394364012
2021-05-07,68.73,3,69.22889394364012
2021-05-10,68.61,3,69.22889394364012
2021-05-11,68.83,3,69.22889394364012
2021-05-12,69.62,3,69.22889394364012
2021-05-13,67.36,3,69.22889394364012
2021-05-14,69.24,3,69.22889394364012
2021-05-17,69.62,3,69.22889394364012
2021-05-18,69.01,3,69.22889394364012
2021-05-19,66.88,3,69.22889394364012
2021-05-20,65.18,3,69.22889394364012
2021-05-21,66.72,3,69.22889394364012
2021-05-24,68.59,3,69.22889394364012
2021-05-25,68.8,3,69.22889394364012
2021-05-26,68.93,3,69.22889394364012
2021-05-27,69.43,3,69.22889394364012
2021-05-28,69.36,3,69.22889394364012
2021-06-01,70.03,3,69.22889394364012
2021-06-02,70.6,3,69.22889394364012
2021-06-03,70.71,3,69.22889394364012
2021-06-04,71.3,3,69.22889394364012
2021-06-07,70.89,3,69.22889394364012
2021-06-08,71.39,3,69.22889394364012
2021-06-09,71.31,3,69.22889394364012
2021-06-10,71.65,3,69.22889394364012
2021-06-11,72.05,3,69.22889394364012
